ID, Sentence, Aspect, Intensity
R0290:S024, 魚類稍貴。, 魚類, 4.12#4.75
R0290:S035, 送菜速度算快。, 送菜, 5.62#5.25
R0290:S040, 腐乳高麗菜不算少。, 腐乳高麗菜, 5.83#5.5
R0290:S043, 高麗菜不會太軟。, 高麗菜, 5.38#5.12
R0290:S044, 高麗菜也不油膩。, 高麗菜, 5.38#5.12
R0290:S047, 高麗菜炒得算好吃。, 高麗菜, 5.5#5.25
R0290:S050, 最愛就是蝦仁料理了。, 蝦仁料理, 7.83#8.0
R0290:S053, 覺得蝦仁不多。, 蝦仁, 4.62#5.5
R0290:S057, 其實裡面的蝦子也不少。, 蝦子, 6.3#5.8
R0290:S062, 除了有濃郁的蛋香味外。, 蛋香味, 6.38#5.88
R0290:S064, 炒蛋非常軟嫩。, 炒蛋, 7.0#6.83
R0290:S065, 搭配爽脆的蝦仁。, 蝦仁, 6.25#5.38
R0290:S067, 真的很下飯。, NULL, 6.75#6.75
R0290:S072, 椒麻非常香。, 椒麻, 6.62#6.5
R0290:S082, 味道非常好。, 味道, 6.62#6.62
R0290:S084, 不過牛肉份量不多。, 牛肉份量, 4.5#4.67
R0290:S092, 牛肉雖滑嫩。, 牛肉, 6.0#5.25
R0290:S094, 覺得蠻好吃的。, NULL, 6.5#6.0
R0290:S096, 則是滿滿的豆芽蔥段和芹菜。, 豆芽蔥段#芹菜, 5.83#5.17 5.83#5.17
R0290:S099, 豆芽吃起來很好吃。, 豆芽, 6.25#5.88
R0290:S100, 豆芽非常爽口。, 豆芽, 7.0#6.75
R0290:S102, 非常下飯。, NULL, 7.0#6.17
R0290:S107, 喜歡他們的調味。, 調味, 5.5#5.12
R0290:S108, 店內的環境也很乾淨。, 環境, 6.62#6.0
R0290:S110, 裡面的店員態度也很有禮貌。, 店員態度, 6.5#6.5
R0290:S111, 店員的服務有熱忱。, 店員的服務, 6.25#6.25
R0293:S003, 是鮮美的魚湯。, 魚湯, 6.38#6.0
R0293:S004, 以魚湯當底好喝。, 魚湯, 6.75#6.12
R0293:S012, 魚湯有點過於清淡這樣。, 魚湯, 4.0#5.33
R0293:S015, 魚肉軟嫩鮮甜。, 魚肉, 6.5#6.0
R0293:S016, 麵也不錯吃。, 麵, 6.0#5.62
R0293:S029, 吃的到魚的鮮甜。, 魚, 6.3#5.8
R0293:S031, 口感和味道都讚。, 口感#味道, 6.33#5.0 6.33#5.0
R0294:S113, 干貝質地很好。, 干貝質地, 6.62#6.12
R0294:S150, 醬汁濃郁。, 醬汁, 6.25#5.88
R0294:S186, 肉身黏糊糊的。, 肉, 4.75#5.12
R0294:S194, 酒餚傑出。, 酒餚, 7.0#6.67
R0294:S226, 真心佩服這樣美味的壽司。, 壽司, 6.5#5.88
R0295:S012, 座位不算多。, 座位, 5.0#4.75
R0295:S015, 口味比較鹹。, 口味, 4.0#5.17
R0295:S020, 溏心蛋有點過熟了。, 溏心蛋, 4.5#5.25
R0295:S026, 它的醬蠻香的。, 醬, 6.0#5.33
R0295:S033, 口味還不錯。, 口味, 5.62#5.12
R0295:S037, 配菜表現普通。, 配菜, 5.0#5.0
R0296:S005, 火雞肉的量很多。, 火雞肉的量, 6.25#6.0
R0296:S006, 但它菜色不多啦。, 菜色, 4.62#4.75
R0296:S009, 地點很顯目好找。, 地點#地點, 6.0#6.75 6.0#5.25
R0296:S021, 火雞肉的份量算多。, 火雞肉的份量, 5.88#5.25
R0296:S023, 它的白飯偏乾。, 白飯, 4.25#4.88
R0296:S024, 當天白飯口感有點乾硬。, 白飯口感, 4.33#5.5
R0296:S026, 配菜冷冷的。, 配菜, 4.0#4.83
R0296:S032, 阿偉火雞肉飯這家店價格不貴。, 阿偉火雞肉飯, 6.12#5.12
R0297:S011, 價格也不貴。, 價格, 6.38#5.88
R0297:S014, 很蓬鬆的口感。, 口感, 6.33#6.5
R0297:S017, 但還是算非常綿軟。, NULL, 6.38#5.88
R0297:S018, 很清爽的味道。, 味道, 6.33#6.17
R0297:S024, 巧克力跟抹茶好像都不錯。, 巧克力#抹茶, 6.17#5.67 6.17#5.5
R0300:S006, 餅皮整個煎得焦香。, 餅皮, 6.25#5.75
R0300:S007, 餅皮厚薄剛剛好。, 餅皮厚薄, 6.33#5.5
R0300:S008, 再配上滿滿又多汁的餡料。, 餡料#餡料, 5.83#5.17 5.83#5.33
R0300:S012, 豬肉餡餅皮薄。, 豬肉餡餅皮, 5.5#4.88
R0300:S013, 肉多汁。, 肉, 6.12#5.62
R0301:S008, 酒放得夠多。, 酒, 6.2#6.0
R0301:S012, 油質分佈細密, 油質, 6.75#6.0
R0301:S013, 白膏極多又黏稠。, 白膏#白膏, 5.83#5.5 5.33#5.17
R0301:S014, 很彈潤也很甜美。, NULL#NULL, 6.25#5.75 6.25#5.75
R0302:S003, 米飯是偏硬的口感。, 米飯, 4.17#5.33
R0302:S004, 另外起司撒的非常大方。, 起司, 7.12#7.25
R0302:S007, 風乾鳳梨酸酸甜甜的味道。, 風乾鳳梨, 6.5#5.33
R0303:S003, 麵食中我更喜歡陽春麵拉麵等熱食料理。, 陽春麵#拉麵, 5.75#5.0 5.75#5.0
R0303:S010, 交通相當便利。, 交通, 6.33#6.17
R0303:S016, 但由於空間通風良好。, 空間, 5.67#5.0
R0303:S029, 散發著微微的香氣。, 香氣, 5.83#5.0
R0303:S032, 讓口味更有層次。, 口味, 6.25#6.0
R0303:S034, 麵條的軟硬度掌握得宜。, 麵條的軟硬度, 6.0#6.0
R0303:S035, 麵條附有彈性。, 麵條, 5.67#5.33
R0303:S038, 小黃瓜清脆爽口。, 小黃瓜, 6.17#6.0
R0303:S040, 相當對味。, NULL, 6.38#5.75
R0303:S043, 榨菜肉絲的滋味不錯。, 榨菜肉絲的滋味, 6.38#6.25
R0303:S044, 鹹度也恰到好處。, 鹹度, 6.38#6.25
R0303:S046, 口味略顯清淡。, 口味, 4.5#4.83
R0303:S049, 蛋花口感滑嫩。, 蛋花口感, 6.12#5.62
R0303:S050, 紫菜則帶有一絲鮮甜。, 紫菜, 6.5#6.1
R0303:S052, 滋味不錯。, 滋味, 5.83#5.17
R0303:S053, 特製的貢丸口感軟嫩。, 貢丸口感, 6.38#5.38
R0303:S054, 鮮味十足。, NULL, 6.5#6.2
R0303:S055, 口感扎實。, 口感, 6.12#5.25
R0303:S060, 清甜卻不膩口。, NULL#NULL, 6.17#5.5 6.0#5.5
R0303:S067, 永吉涼麵好吃。, 永吉涼麵, 6.2#5.8
R0303:S071, 但便利的交通位置卻也讓這裡成為了一處平日用餐的好選擇。, 交通位置, 5.67#5.17
R0304:S005, 店家介紹老孃的老闆非常熱情好客。, 老闆, 7.0#6.88
R0304:S025, 古早味紅茶不會太甜也不會過淡。, 古早味紅茶#古早味紅茶, 6.0#5.25 6.0#5.25
R0304:S026, 而且副餐的雪Q餅也很好吃。, 雪Q餅, 6.12#5.75
R0304:S027, 口感綿密軟Q。, 口感, 6.12#5.62
R0304:S028, 很合我的口味。, 口味, 6.0#5.62
R0304:S033, 再搭配好吃的馬告香腸。, 馬告香腸, 6.0#5.38
R0304:S034, 馬告茶葉蛋滷的非常夠味。, 馬告茶葉蛋, 6.5#6.5
R0304:S045, 檸檬汁超級對胃口的。, 檸檬汁, 6.88#6.62
R0304:S047, 香菇肉粽餐點真材實料。, 香菇肉粽, 6.25#5.38
R0304:S048, 老闆也非常親切好客。, 老闆, 6.5#7.0
R0305:S001, 看起來非常美味。, NULL, 7.0#6.5
R0305:S003, 空間寬敞明亮。, 空間, 6.25#5.75
R0305:S004, 環境還蠻舒服的。, 環境, 6.0#5.83
R0305:S009, 這個份量蠻剛好的。, 份量, 6.0#5.5
R0305:S011, 略有嚼勁很好吃。, NULL#NULL, 6.17#6.0 6.33#6.83
R0305:S018, 燻鮭魚口感豐富。, 燻鮭魚口感, 5.88#5.75
R0305:S019, 裡面每種配料都好吃。, 配料, 6.5#6.12
R0305:S020, 雞肉很嫩。, 雞肉, 6.33#6.33
R0305:S026, 龍蝦麵是我當日的愛。, 龍蝦麵, 7.5#7.25
R0305:S027, 濃郁的醬汁配上龍蝦的鮮。, 醬汁#龍蝦, 6.5#5.62 6.5#5.62
R0305:S036, 口感很好。, 口感, 6.0#5.25
R0305:S037, 肋眼油脂頗豐。, 肋眼油脂, 6.25#6.25
R0306:S002, 價格也高一些。, 價格, 4.88#5.75
R0306:S003, 但品質都還不錯。, 品質, 6.0#5.17
R0306:S011, 餅們都圓潤潤的。, 餅, 5.62#5.62
R0306:S014, 價格是有點貴。, 價格, 4.25#4.88
R0306:S019, 蛋黃酥很香。, 蛋黃酥, 6.17#5.67
R0306:S022, 蛋黃對我來說有點腥味。, 蛋黃, 4.0#5.38
R0306:S027, 甜度剛好。, 甜度, 5.5#5.0
R0306:S029, 吃起來更清香。, NULL, 6.25#5.88
R0306:S033, 蛋黃有點腥味。, 蛋黃, 4.0#5.12
R0306:S042, 有機文山茶紅豆酥茶香濃郁。, 有機文山茶紅豆酥茶香, 6.75#6.0
R0306:S043, 紅豆不過甜。, 紅豆, 5.83#6.33
R0306:S046, 內餡細緻。, 內餡, 6.0#5.0
R0306:S047, 甜度適中。, 甜度, 5.5#5.0
R0306:S050, 吃起來甜中帶著清香。, NULL, 6.5#5.5
R0306:S051, 算是爽口。, NULL, 5.75#5.38
R0306:S054, 蛋黃酥整體來說味道都還不錯。, 蛋黃酥, 5.88#5.5
R0306:S056, 小月餅跟肚臍餅尤其美味。, 小月餅#肚臍餅, 6.33#5.17 6.33#5.17
R0307:S037, 吃起來有著酥脆的口感。, 口感, 5.75#5.12
R0307:S038, 起司的味道很濃郁。, 起司, 6.25#5.75
R0307:S044, 吃起來非常順口。, NULL, 7.25#6.62
R0307:S060, 青醬的味道濃而不膩。, 青醬, 6.62#6.38
R0309:S004, 唐揚雞本身不錯吃。, 唐揚雞, 6.17#5.5
R0309:S010, 中式餐點滿單薄的。, 中式餐點, 4.5#5.12
R0310:S005, 鴨白湯拉麵也很好喝。, 鴨白湯拉麵, 6.67#6.5
R0310:S009, 鴨白湯底非常香醇好喝。, 鴨白湯底, 7.0#7.0
R0312:S009, 氛圍也舒適。, 氛圍, 6.1#5.5
R0312:S015, 透抽彈牙。, 透抽, 6.7#6.1
R0315:S018, 所以麵包單吃就有炭香味。, 麵包, 6.5#6.0
R0315:S019, 手打漢堡排口感紮實。, 手打漢堡排口感, 6.17#6.0
R0315:S020, 肉汁很香甜。, 肉汁, 6.5#5.83
R0315:S024, 吃起來會感覺特別清爽。, NULL, 6.17#6.67
R0315:S025, 口感軟嫩又入味。, 口感#口感, 6.88#6.25 6.88#6.25
R0315:S026, 而且還有滿滿的炭香味。, 炭香味, 6.5#6.0
R0316:S005, 日式咖哩有點甜甜的。, 日式咖哩, 5.38#5.38
R0316:S006, 我還滿喜歡這種咖哩的。, 咖哩, 5.88#5.5
R0316:S012, 炸豬排CP值高。, 炸豬排, 6.38#6.0
R0317:S015, 這個牛小排是紐西蘭的也是很好吃。, 牛小排, 6.83#6.0
R0317:S018, 超嫩牛胸。, 牛胸, 6.5#6.83
R0318:S011, 交通相當便利。, 交通, 6.75#6.25
R0318:S045, 肉質不錯。, 肉質, 6.3#6.0
R0318:S050, 肉質超Q彈。, 肉質, 6.75#6.75
R0318:S058, 甘口醬燒豬梅花也是相當有彈性。, 甘口醬燒豬梅花, 6.5#6.38
R0318:S059, 口感也很有嚼勁。, 口感, 6.3#6.0
R0318:S064, 中辛山椒雞軟骨醃漬的蠻入味。, 中辛山椒雞軟骨, 6.33#6.5
R0318:S065, 口感很脆。, 口感, 6.5#6.33
R0318:S074, 月見牛肉拌飯吃起來很過癮。, 月見牛肉拌飯, 7.12#6.88
R0318:S080, 布朗尼熱呼呼的超好吃。, 布朗尼, 7.75#7.62
R0320:S004, 甜點也挺美味。, 甜點, 6.25#5.88
R0320:S012, 皮脆。, 皮, 7.0#6.25
R0321:S009, 價格也不貴。, 價格, 6.25#5.5
R0321:S024, 調味無特色。, 調味, 4.0#5.0
R0321:S036, 鹹豬肉片帶嚼勁。, 鹹豬肉片, 6.12#5.12
R0327:S036, 品項簡約。, 品項, 5.38#5.0
R0327:S064, 它的味道還是偏淡。, 味道, 4.62#5.62
R0327:S068, 我喜歡這個熟度的溏心蛋。, 溏心蛋, 6.88#6.25
R0327:S069, 到目前都是好吃的麵。, 麵, 6.12#5.75
R0327:S075, 肉丁很香。, 肉丁, 6.83#6.0
R0327:S089, 味道真的不錯。, 味道, 6.5#6.5
R0327:S092, 湯我算喜歡。, 湯, 5.88#5.0
R0327:S096, 是好吃的麵。, 麵, 6.75#6.38
R0328:S003, 所以味道真的很有水準。, 味道, 6.25#6.25
R0328:S006, 味道真的是好極了。, 味道, 7.83#7.5
R0328:S015, 還滿實惠平價的店。, NULL, 6.83#5.33
R0328:S017, 這杯蜂蜜拿鐵真的是順口。, 蜂蜜拿鐵, 6.33#6.0
R0329:S002, 點了濃厚雞白湯拉麵整體吃起來還不錯。, 濃厚雞白湯拉麵, 5.83#5.33
R0329:S004, 雞白湯底不錯喝。, 雞白湯底, 6.38#5.88
R0330:S018, 但湯頭真的不錯。, 湯頭, 6.25#5.75
R0332:S001, 店內乾乾淨淨。, 店, 6.3#5.8
R0332:S002, 店內不擁擠。, 店, 5.7#5.0
R0332:S010, 好喝立良棒鴛鴦。, 立良棒鴛鴦, 6.5#6.25
R0332:S013, 萊姆酒蠻好喝的。, 萊姆酒, 6.75#6.12
R0334:S018, 座位不少。, 座位, 5.5#4.83
R0334:S023, 還有新鮮的蝦子。, 蝦子, 6.25#5.38
R0334:S025, 有滿滿的海鮮味。, 海鮮味, 6.38#5.62
R0334:S030, 湯頭喝起來一樣是有鮮味。, 湯頭, 6.38#6.12
R0335:S020, 肉嫩。, 肉, 6.5#6.12
R0335:S021, 清爽又不油膩。, NULL#NULL, 5.88#5.12 5.88#5.12
R0335:S035, 每ㄧ口都吃得出蝦球的鮮嫩多汁。, 蝦球, 7.0#6.33
R0335:S038, 卻最吃得出食材的新鮮。, 食材, 6.17#5.33
R0335:S041, 但卻塞了滿滿的料。, 料, 6.5#6.1
R0337:S002, 所以可以吃的到魚肉的鮮甜。, 魚肉, 6.83#6.5
R0337:S003, 好美味肉質。, 肉質, 6.67#6.33
R0338:S004, 米血很好吃。, 米血, 6.75#6.75
R0339:S025, 口感軟嫩。, 口感, 6.25#5.88
R0339:S026, 魚肉帶點香氣。, 魚肉, 5.75#5.38
R0339:S027, 肉質帶點酸味。, 肉質, 4.0#6.17
R0339:S028, 味道飽滿。, 味道, 6.25#5.62
R0339:S029, 炸慈菇鮮美。, 炸慈菇, 6.5#6.17
R0339:S030, 味道細緻。, 味道, 6.0#5.38
R0339:S031, 牛蒡糕清爽。, 牛蒡糕, 6.33#6.0
R0339:S040, 這個就香氣十足。, 香氣, 6.62#6.62
R0339:S043, 清爽的日式醬料。, 日式醬料, 6.62#6.5
R0339:S044, 看看這精美的油花紋路。, 油花紋路, 6.62#6.0
R0339:S049, 搭配清爽的日式醬汁。, 日式醬汁, 6.38#5.88
R0339:S069, 配菜都相當不錯。, 配菜, 6.5#6.67
R0339:S079, 來碗湯麵確實不錯。, 湯麵, 5.75#5.12
R0342:S037, 雞肝超便宜的。, 雞肝, 6.83#6.67
R0342:S038, 且口感粉嫩。, 口感, 6.5#6.2
R0342:S039, 滋味也不賴。, 滋味, 5.75#5.12
R0342:S040, 配上爽脆的酸菜。, 酸菜, 6.33#5.83
R0342:S041, 真的就是好吃。, NULL, 6.62#6.0
R0342:S044, 米血Q軟。, 米血, 6.75#6.62
R0342:S046, 但口感不乾柴。, 口感, 5.5#5.33
R0342:S047, 很好吃。, NULL, 6.25#6.0
R0344:S006, 味道早已被肯定。, 味道, 5.88#5.5
R0344:S044, 香味濃。, 香味, 6.12#5.38
R0344:S045, 牡丹蝦好吃。, 牡丹蝦, 6.38#5.5
R0344:S049, 味道超濃。, 味道, 7.0#7.12
R0344:S065, 鮮味很出色。, 鮮味, 6.62#6.5
R0346:S003, 湯還不錯。, 湯, 6.0#5.5
R0346:S013, 雞肉軟嫩。, 雞肉, 6.0#5.25
R0346:S014, 糖心蛋也不錯。, 糖心蛋, 5.75#5.62
R0348:S014, 油豆腐紮實。, 油豆腐, 6.25#5.25
R0348:S016, 只是醬汁味道淡。, 醬汁味道, 4.38#4.38
R0348:S024, 瘦肉稍乾硬。, 瘦肉, 4.3#5.0
R0348:S025, 滷汁偏淡。, 滷汁, 4.33#4.83
R0348:S027, 醃瓜煮得軟透。, 醃瓜, 5.62#5.12
R0348:S029, 調味也是略淡。, 調味, 4.62#5.25
R0349:S013, 交通相當便利。, 交通, 6.17#5.67
R0349:S014, 空間明亮寬敞。, 空間, 6.5#6.0
R0349:S017, 店頗有質感。, 店, 6.38#6.5
R0349:S045, 白飯硬度剛好。, 白飯硬度, 6.0#5.5
R0349:S046, 濕度也掌握得恰到好處。, 濕度, 6.0#5.33
R0349:S048, 白飯相當好吃。, 白飯, 7.0#6.5
R0349:S052, 但整體香氣足夠。, 香氣, 5.75#5.12
R0349:S053, 滋味不錯。, 滋味, 6.0#5.25
R0349:S055, 讓整體口味更加豐富。, 口味, 6.5#6.38
R0349:S061, 香氣十足。, 香氣, 6.33#6.33
R0349:S069, 但份量不是很足。, 份量, 4.17#5.0
R0349:S075, 厚度掌握得恰到好處。, 厚度, 6.0#5.67
R0349:S076, 口感軟嫩。, 口感, 6.5#6.0
R0349:S077, 非常好吃。, NULL, 7.0#6.83
R0349:S078, 鴨血鮮嫩。, 鴨血, 6.5#6.0
R0349:S081, 滋味讓人意猶未盡。, 滋味, 6.5#6.5
R0349:S086, 豆腐肉紮實。, 豆腐肉, 6.12#5.38
R0349:S087, 特有的臭豆腐香氣令人回味無窮。, 臭豆腐香氣, 7.0#6.83
R0349:S092, 嫩豆腐肉。, 豆腐肉, 5.88#5.38
R0349:S108, 麵條紮實。, 麵條, 6.5#6.12
R0349:S111, 是我相當喜愛的味道。, 味道, 7.75#7.5
R0349:S116, 滋味也是不錯。, 滋味, 6.0#5.5
R0349:S124, 我個人相當喜愛這樣的風味。, 風味, 6.75#6.75
R0349:S127, 口感鬆軟。, 口感, 6.0#5.75
R0349:S129, 相當好吃。, NULL, 6.67#6.5
R0349:S131, 四爺麻辣食堂都令我相當滿意。, 四爺麻辣食堂, 6.75#6.5
R0349:S132, 平易實惠的價格。, 價格, 6.25#5.38
R0350:S001, 覺得好像不錯吃。, NULL, 5.88#5.38
R0350:S012, 餅皮好吃。, 餅皮, 6.0#5.38
R0350:S017, 捲餅有點太貴。, 捲餅, 4.0#5.12
R0351:S016, 其實我覺得以用餐空間來說是稍微擠了一點。, 用餐空間, 4.38#5.25
R0351:S021, 雖然菜色精緻為主。, 菜色, 6.0#5.5
R0351:S026, 湯汁清澈。, 湯汁, 5.88#5.0
R0351:S037, 蟹腳緊實。, 蟹腳, 6.5#5.83
R0351:S044, 整體味道更為溫潤飽滿。, 味道, 5.75#5.38
R0351:S048, 湯頭甘醇。, 湯頭, 6.4#5.6
R0351:S051, 肉質更為細緻外。, 肉質, 6.0#5.62
R0351:S052, 河豚本身有嚼勁。, 河豚, 6.0#5.17
R0351:S081, 從來沒喝過如此甘醇的高湯。, 高湯, 6.88#6.75
R0351:S106, 搭配清爽的麵條。, 麵條, 6.25#5.62
R0351:S113, 搭配濃郁的湯汁。, 湯汁, 6.33#6.17
R0351:S126, 肉質相當軟嫩。, 肉質, 6.5#6.5
R0351:S136, 肉質軟嫩。, 肉質, 6.25#5.75
R0351:S140, 味道就較為濃郁。, 味道, 5.5#5.38
R0351:S148, 栗子冰淇淋也是非常細緻。, 栗子冰淇淋, 6.5#6.5
R0351:S156, 對於食材的變化對我來說也是很新鮮。, 食材, 6.5#5.67
R0353:S024, 外皮煎的酥酥脆脆的。, 外皮, 6.17#6.33
R0353:S027, 吃起來口感外酥內軟。, 口感, 6.25#5.88
R0355:S001, 都會聞到很香濃的水果茶香味。, 水果茶香味, 6.75#6.5
R0355:S005, 水果茶還滿好喝的欸。, 水果茶, 6.17#6.0
R0355:S006, 水果茶喝起來很順口。, 水果茶, 6.5#6.5
R0355:S009, 雅淳水果茶是不錯的選擇。, 雅淳水果茶, 6.33#5.5
R0356:S009, 座位滿多的。, 座位, 6.0#5.33
R0356:S010, 維持著優雅寧靜的氛圍。, 氛圍, 6.12#5.12
R0356:S023, 麵包也做到非常美味。, 麵包, 6.88#6.75
R0356:S029, 口感豐富。, 口感, 6.12#5.38
R0356:S034, 酸甜綿密的香蔥奶油。, 香蔥奶油, 6.17#6.0
R0356:S040, 一道匠心獨具的料理。, 料理, 7.0#7.0
R0356:S050, 份量十足。, 份量, 6.25#5.62
R0356:S055, 肉質更軟嫩。, 肉質, 6.83#6.67
R0356:S059, 由豐富肉汁包圍。, 肉汁, 6.5#6.33
R0356:S073, 但口感確實也很不錯。, 口感, 6.67#6.67
R0358:S001, 咖哩醬汁濃郁。, 咖哩醬汁, 6.38#5.88
R0359:S022, 室內很小。, 室內, 3.67#5.83
R0359:S023, 而且油煙有點重。, 油煙, 4.0#5.62
R0359:S026, 氣氛也較佳。, 氣氛, 5.88#5.62
R0359:S044, 溫熱鬆軟的蒸麵包。, 蒸麵包, 6.88#6.38
R0359:S051, 氣氛舒適餐點也不貴。, 氣氛#餐點, 6.0#5.38 5.75#5.5
R0359:S063, 環境佈置優美。, 環境, 6.12#5.5
R0359:S084, 奶酪甜度適中。, 奶酪甜度, 5.33#5.0
R0359:S085, 兩種風味相當濃郁。, 風味, 6.83#6.17
R0361:S002, 鮮味十足的粥。, 粥, 6.5#6.75
R0361:S011, 價格都不會太貴。, 價格, 6.33#5.33
R0361:S015, 粥還是很好吃。, 粥, 7.17#6.83
R0361:S017, 料很多。, 料, 6.12#5.62
R0361:S025, 當然風味會少一點。, 風味, 4.5#4.67
R0361:S028, 熱炒類沒有太出色。, 熱炒類, 4.33#5.0
R0361:S030, 鹹酥杏鮑菇非常夠味。, 鹹酥杏鮑菇, 6.67#6.33
R0361:S031, 金沙豆腐也是當天比較有記憶點的菜色。, 金沙豆腐, 5.88#5.38
R0361:S044, 整體來說還是最喜歡粥的味道。, 粥, 6.38#6.88
R0362:S019, 肉羹也很紮實。, 肉羹, 6.83#5.83
R0362:S020, 口感很好。, 口感, 6.5#6.12
R0362:S025, 蒜味滿滿。, 蒜味, 6.75#6.0
R0362:S028, 小黃瓜沒有入味。, 小黃瓜, 4.0#5.0
R0363:S003, 空間寬敞舒適會想要再次回顧。, 空間, 6.0#5.25
R0364:S004, 餐廳氣派十足。, 餐廳, 6.88#6.88
R0364:S017, 空間寬敞。, 空間, 6.12#5.75
R0364:S041, 口感香軟綿彈。, 口感, 6.12#5.5
R0364:S043, 肉絲柔軟。, 肉絲, 6.17#6.0
R0364:S044, 蜜汁香綿。, 蜜汁, 6.0#5.25
R0364:S046, 老醋特別開胃。, 老醋, 6.5#6.5
R0364:S048, 蟄頭爽脆。, 蟄頭, 6.0#5.38
R0364:S055, 黃瓜夠脆。, 黃瓜, 5.88#5.75
R0364:S060, 湯頭的鮮美自然不在話下。, 湯頭, 6.88#6.12
R0364:S063, 入口滑軟Ｑ彈。, NULL, 6.5#6.25
R0364:S067, 肉料也是豐盛。, 肉料, 6.12#5.25
R0364:S072, 肉質不算太嫩。, 肉質, 4.33#5.17
R0364:S089, 油脂特別豐富。, 油脂, 6.5#6.33
R0364:S090, 熟度抓得剛剛好。, 熟度, 5.75#5.38
R0364:S098, 米粒也是飽滿Ｑ彈。, 米粒, 6.5#5.5
R0364:S100, 肉質格外勁彈。, 肉質, 6.25#6.38
R0364:S105, 但米粒更為飽滿。, 米粒, 6.0#5.38
R0364:S106, 米酒更濃郁。, 米酒, 7.0#6.5
R0364:S117, 口感綿軟。, 口感, 6.17#5.83
R0365:S004, 喜歡濃厚的花椒。, 花椒, 6.83#5.83
R0366:S028, 店內並不大。, 店, 5.33#5.0
R0366:S047, 烤過的麻糬富有彈性。, 麻糬, 6.33#5.33
